building_id,mean_temp,std_temp,pct_above_18,pct_below_15
10000,14.012721601979395,6.367447767121474,30.942823044374524,55.53144551734115
10009,11.000211519335574,5.811131468359584,16.6712734948236,74.9723590310584
10014,14.744523255180722,7.037531284564431,38.26367541377415,52.80837116508215
10019,14.735843563390068,7.0301433550616315,38.150171412294895,52.928250984221926
10029,10.616104749609176,6.317281462482516,18.25563221896085,74.51301795448481
10031,12.507286962755334,6.278391247783894,24.046195091771498,66.39365995934361
10051,13.29055490612022,5.999001430080703,25.97693550756574,62.84890553841633
10053,11.366697063156606,6.261161909410697,19.9510754583921,72.41052538787024
10056,14.2215432562649,6.179405071752435,31.770664359612127,57.05454021123968
10064,12.717317448396127,6.964229116604916,28.79526157616783,62.7559108725041
10075,15.157168041952382,6.44054970197609,39.12529811854076,47.45605511880576
10079,15.094497356915575,7.313869820187586,41.90195034602913,49.44974108309539
10080,15.77802292984439,7.280493584440383,46.36674471691274,44.71005476580028
10082,16.465758874169875,6.713328788251632,48.64349722630506,40.56042861884216
10083,15.639267793577963,7.120807019710804,44.855518923515284,45.886354482120744
10084,15.100729476289189,7.150507931759698,40.90648998644782,50.266526125583496
10085,15.869001414123982,7.19273840849739,46.18303917834116,44.72425614762771
10086,14.391576245864488,7.215601323732515,37.25761237312712,53.01788303528274
10087,15.073309407766146,7.275472889843608,41.532405798190645,49.89713190601896
10089,13.990200358427913,7.276082163669552,35.45955760665008,56.36117757203787
10090,14.29228069206762,6.619867115047488,36.6682123811732,51.18942731277533
10093,14.095609494178595,6.5672720765714585,33.37738587863163,56.455142231947484
10094,14.194332403600512,6.761399410620317,35.37678542111312,54.92584687790729
10097,14.353376773500074,6.862499433073421,37.79783275670736,51.308832169201644
10117,15.467788629340308,6.682551785298164,44.13410625109789,44.460337775101
10119,14.089512168130572,6.751786871236575,35.08520585130448,54.69511888604032
10120,15.282517586582106,8.031747072681727,46.168775716171105,47.71627461636002
10124,13.865677573440333,7.0324711530465995,34.5643361911253,56.06951967571834
10126,13.39557824074999,6.6367569745788035,29.66113660430639,61.092481468408046
10128,17.428850326803747,6.706515639353543,56.04351758259297,34.869926052029584
10136,15.4233695785106,7.273073970963814,44.30877831275273,46.891158413002856
10144,12.107635035660566,6.127304775963155,21.81051363157102,68.90219410553799
10145,10.6494103871307,5.892549835920722,16.562272626617318,75.2949922495334
10150,14.960250637006192,7.495417847683728,41.1976336628155,50.739016746100916
